TICKERS,Name,Price,Market_Cap,Beta,Sector,Industry,P/E_Ratio,FWD_P/E_Ratio,PEG_Ratio,P/B_Ratio,P/S_Ratio_TTM,EV/EBITDA,Dividend_Yield,Payout_Ratio,Profit_Margin,Operating_Margin,EBITDA_Margin
DGX,Quest Diagnostics Incorporated,157.73,17363225184.402466,0.888,Healthcare,Diagnostics & Research,21.11066,16.180784,2.48,2.6224985,1.874142,11.915,0.020399999,0.38869998,0.08988,0.15519,0.19163
DHF,BNY Mellon High Yield Strategies Fund,2.65,191660666.26633072,0.882,Financial Services,Asset Management,8.0,,,0.9774158,8.272738,,0.0795,0.56060004,1.04749,0.89622,
DHI,"D.R. Horton, Inc.",180.675,59021024136.61182,1.727,Consumer Cyclical,Residential Construction,12.142665,11.313479,1.66,2.3918557,1.5758767,9.867,0.0064,0.0774,0.13357,0.17663,0.17469999
DHR,Danaher Corporation,261.83,191585047044.76172,0.862,Healthcare,Diagnostics & Research,48.829044,30.789106,5.22,3.8612719,8.071883,28.465,0.004,0.19299999,0.17834,0.20337999,0.31653
DHT,"DHT Holdings, Inc.",10.9113,1775296661.5219116,-0.396,Energy,Oil & Gas Midstream,11.209183,6.0801105,1.86,1.7109971,3.077364,7.341,0.096599996,1.0714,0.27451,0.34432998,0.51141
DHX,"DHI Group, Inc.",1.83,89547216.1540389,1.026,Technology,Software—Application,30.833334,18.5,0.65,0.76414704,0.60431397,4.606,,,0.01766,0.0559,0.18857001
DHY,"Credit Suisse High Yield Bond Fund, Inc.",2.215,229801811.09523773,0.696,Financial Services,Asset Management,8.519231,,,1.021729,8.817478,,0.0921,0.84550005,0.86857,0.88313,
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,14.99,544230664.0491486,0.889,Financial Services,Asset Management,12.467333,,,0.9440182,45.65746,,0.0764,0.9557,3.64899,0.51809,
DIN,"Dine Brands Global, Inc.",29.915,459734938.3277893,1.729,Consumer Cyclical,Restaurants,5.0386558,4.914614,11.26,,0.5573767,8.584,0.065,0.3429,0.112220004,0.2409,0.27155
DINO,HF Sinclair Corporation,44.12,8353967676.829102,1.146,Energy,Oil & Gas Refining & Marketing,6.992823,11.38342,-0.9,0.8471927,0.26784775,4.819,0.045500003,0.303,0.03802,0.025120001,0.07026
DIS,The Walt Disney Company,96.8512,176440345794.7578,1.401,Communication Services,Entertainment,37.172413,18.796513,1.27,1.7486347,1.9514203,13.239,0.0093,0.1149,0.053049996,0.14913,0.18606001
DK,"Delek US Holdings, Inc.",17.075,1099415041.1521912,1.13,Energy,Oil & Gas Refining & Marketing,,-6.5907335,0.47,1.3689857,0.07134142,7.013,0.060599998,3.0832999,-0.00686,-0.01482,0.03069
DKL,"Delek Logistics Partners, LP",39.54,2019553394.385147,2.084,Energy,Oil & Gas Refining & Marketing,13.4536085,12.937294,1.22,,1.942626,9.266,0.11270001,1.445,0.12485,0.25871,0.35075
DKS,"DICK'S Sporting Goods, Inc.",209.345,17254608684.521484,1.653,Consumer Cyclical,Specialty Retail,15.5687,14.260256,2.4,5.8126493,1.275652,10.515,0.020599999,0.3084,0.08464,0.13533,0.14238
DLB,"Dolby Laboratories, Inc.",73.65,7050955221.362305,0.973,Industrials,Specialty Business Services,33.84885,19.367584,1.25,2.9006286,5.5740943,19.481,0.0162,0.5367,0.16867,0.14148,0.25572002
DLNG,Dynagas LNG Partners LP,3.945,140768416.75486565,1.374,Energy,Oil & Gas Midstream,6.4830513,3.5091743,3.63,0.4174853,0.9004594,5.887,,,0.21275,0.50036,0.60376
DLR,"Digital Realty Trust, Inc.",165.27,55972799228.69873,0.622,Real Estate,REIT—Specialty,47.58948,119.48202,-11.26,2.7284245,10.317864,30.893,0.0295,1.3983,0.20992,0.123789996,0.4363
DLX,Deluxe Corporation,19.315,844432026.8651962,1.455,Communication Services,Advertising Agencies,22.488234,5.6934524,0.84,1.3643819,0.396216,6.163,0.063200004,1.4117999,0.01781,0.11796,0.18433
DLY,DoubleLine Yield Opportunities Fund,16.03,768571206.9217682,,,,6.2992125,,,,,,0.1008,,,,
DM,"Desktop Metal, Inc.",4.925,164091163.88292313,0.612,Technology,Computer Hardware,,-7.157101,,1.6397607,0.93787086,-36.537,,,-2.15567,-0.76834,-0.04058
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",10.902,201177585.61706543,0.518,Financial Services,Asset Management,13.6625,,,0.9064522,13.151418,,0.032899998,0.55,0.96833,0.83660007,
DMF,"BNY Mellon Municipal Income, Inc.",7.28,151113148.35505486,0.559,Financial Services,Asset Management,16.930233,,,0.9522564,15.369237,,0.0313,0.4186,-1.14816,0.83835,
DMO,Western Asset Mortgage Opportunity Fund Inc.,12.1801,139107620.29047012,0.606,Financial Services,Asset Management,8.016448,,,1.0058028,5.764875,,0.12810001,0.9342,0.71925,0.89522004,
DNA,"Ginkgo Bioworks Holdings, Inc.",9.31,511325285.48812866,1.102,Healthcare,Biotechnology,,-1.2733612,-0.02,0.5689332,2.8098989,-0.293,,,,-2.7448099,
DNB,"Dun & Bradstreet Holdings, Inc.",11.075,4910451111.043213,1.164,Financial Services,Financial Data & Stock Exchanges,,9.9375,2.82,1.4772274,2.0744994,13.569,0.0178,,-0.014199999,0.07897,0.26191
DNMR,"Danimer Scientific, Inc.",0.4054,49528598.77216816,1.583,Basic Materials,Specialty Chemicals,,-0.87234044,,0.20199303,1.2191149,-6.136,,,,-2.45988,-1.7536501
DNOW,DNOW Inc.,12.085,1282963520.307541,1.436,Industrials,Industrial Distribution,5.851942,13.573034,,1.1773864,0.5471438,7.018,,,0.097049996,0.05213,0.0714
DNP,DNP Select Income Fund Inc.,9.6305,3529084330.1343384,0.484,Financial Services,Asset Management,,,,1.2491922,23.529104,,0.080699995,0.80410004,-0.93413,0.81218004,
DOC,"Healthpeak Properties, Inc.",22.475,15615134736.244629,1.121,Real Estate,REIT—Healthcare Facilities,46.572918,82.81481,-4.89,1.7880847,6.4885397,19.093,0.0541,2.5,0.11936,0.15917,0.54137003
DOCN,"DigitalOcean Holdings, Inc.",42.27,3910806631.7772217,1.829,Technology,Software—Infrastructure,58.81944,23.01087,2.06,,5.297256,22.566,,,0.093030006,0.13716,0.30902
DOCS,"Doximity, Inc.",42.51,7794048359.171143,1.292,Healthcare,Health Information Services,52.4625,37.846844,3.91,8.538617,15.966058,36.315,,,0.32525003,0.36514,0.39339
DOLE,Dole plc,15.73,1490271611.0229492,0.856,Consumer Defensive,Farm Products,7.972081,11.059859,-3.76,1.0885226,0.17836736,7.919,0.020299999,0.16239999,0.02606,0.03996,0.040760003
DOUG,Douglas Elliman Inc.,1.42,131311439.34662342,1.409,Real Estate,Real Estate Services,,15.777777,,0.6567303,0.13557668,-3.229,,,-0.06604,-0.01076,-0.053189997
DOV,Dover Corporation,191.57,26345200783.38623,1.218,Industrials,Specialty Industrial Machinery,17.85056,20.20842,2.61,4.914659,3.090104,16.539,0.0107,0.1899,0.17583,0.17407,0.20791
DOW,Dow Inc.,51.945,36279671025.767334,1.213,Basic Materials,Chemicals,31.94753,14.725852,0.99,1.9843881,0.8465913,9.71,0.053600002,1.7284,0.026770001,0.066149995,0.12196
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,11.611,443098611.0218048,,Financial Services,Asset Management,,,,,,,0.100600004,,,,
DPZ,"Domino's Pizza, Inc.",428.26,14869003078.24707,0.859,Consumer Cyclical,Restaurants,26.437576,24.382088,2.36,,3.1794708,22.47,0.0139999995,0.35279998,0.122609995,0.18064,0.19743
DQ,Daqo New Energy Corp.,21.04,1405297777.4047852,0.32,Technology,Semiconductor Equipment & Materials,,-30.1,-0.09,0.30110508,0.87598324,47.937,,,-0.035889998,-0.88952005,0.074499995
DRD,DRDGOLD Limited,12.355,1071978054.5626068,1.183,Basic Materials,Gold,14.229885,18.132353,1.58,0.15430787,0.17078935,5.357,0.0178,0.5552,0.21294,0.29181,0.30176002
DRH,DiamondRock Hospitality Company,8.87,1865172920.0553894,1.605,Real Estate,REIT—Hotel & Motel,30.775864,18.59375,-2.69,1.1306883,1.6697443,11.432,0.0134000005,0.4138,0.06428,0.19841999,0.23944001
DRI,"Darden Restaurants, Inc.",161.821,18918674354.553223,1.304,Consumer Cyclical,Restaurants,18.599077,15.27178,2.0,8.882039,1.6652797,14.572,0.0341,0.6148,0.091120005,0.098009996,0.15675001
DSL,DoubleLine Income Solutions Fund,12.565,1337795624.6795654,,Financial Services,Asset Management,6.33005,,,,,,0.1275,,,,
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",6.14,304480784.45777893,0.615,Financial Services,Asset Management,22.0,,,0.9401709,14.163827,,0.035099998,0.7857,0.55826,0.8703,
DSU,"BlackRock Debt Strategies Fund, Inc.",10.8188,510770038.500309,0.693,Financial Services,Asset Management,9.24,,,1.0074588,8.620313,,0.1095,0.9864,0.91585,0.93088996,
DSX,Diana Shipping Inc.,2.31,289733832.16142654,1.124,Industrials,Marine Shipping,25.722221,2.5163043,1.76,0.5498929,1.229118,7.938,0.1603,5.0,0.06813,0.21709,0.41232
DT,"Dynatrace, Inc.",53.72,16064050307.44336,1.056,Technology,Software—Application,103.6827,36.41892,4.18,7.751334,10.703263,84.962,,,0.103590004,0.10528,0.12006
DTC,"Solo Brands, Inc.",1.295,75134394.20793056,2.548,Consumer Cyclical,Internet Retail,,3.2124999,0.44,0.31759763,0.15334864,12.351,,,-0.25625,0.017029999,0.06191
DTE,DTE Energy Company,128.305,26469577326.35498,0.678,Utilities,Utilities—Regulated Electric,19.174139,17.86509,3.75,2.3924918,2.1400027,14.231,0.0319,0.5998,0.1118,0.17461,0.27563
DTF,DTF Tax-Free Income 2028 Term Fund Inc.,11.3,79293547.7229023,0.319,Financial Services,Asset Management,281.75003,,,0.9240735,24.950018,,0.0346,9.75,0.0647,0.70436996,
DTM,"DT Midstream, Inc.",87.18,8403074936.335449,0.765,Energy,Oil & Gas Midstream,20.946987,20.20188,7.39,2.0143228,8.790021,16.836,0.033299997,0.6867,0.42099997,0.53279,0.72245
DUK,Duke Energy Corporation,119.605,91722150716.89062,0.456,Utilities,Utilities—Regulated Electric,20.413527,18.792913,2.99,1.9301168,3.1162348,12.673,0.0349,0.7021,0.14515,0.24317,0.47632998
DV,"DoubleVerify Holdings, Inc.",16.985,2970054897.498657,0.907,Technology,Software—Application,50.57353,40.797623,2.67,2.6518438,4.720844,24.259,,,0.099659994,0.070879996,0.18265
DVA,DaVita Inc.,162.78,13539782409.667969,0.866,Healthcare,Medical Care Facilities,17.207447,14.289753,1.0,21.789206,1.0936701,10.242,,,0.06864,0.16198999,0.20725
DVN,Devon Energy Corporation,40.24,26501506557.21411,2.061,Energy,Oil & Gas E&P,7.2839055,7.707457,1.31,2.019914,1.7973819,4.104,0.0499,0.3707,0.23742001,0.30517998,0.5061
DX,"Dynex Capital, Inc.",12.46,996332896.4867859,1.319,Real Estate,REIT—Mortgage,418.50003,14.952263,6.1,0.93736076,20.1456,,0.123500004,52.0,0.26637,7.82658,
DXC,DXC Technology Company,20.632,3751869584.0,1.68,Technology,Information Technology Services,48.023254,6.6548386,1.3,1.3054234,0.27699038,5.404,,,0.00602,0.03801,0.10344
DY,"Dycom Industries, Inc.",197.6175,5795208249.890137,1.414,Industrials,Engineering & Construction,24.753416,21.379549,1.63,5.019215,1.2980751,13.064,,,0.0537,0.08646,0.11882
E,Eni S.p.A.,30.77,48306039716.08594,1.012,Energy,Oil & Gas Integrated,12.0390625,8.443835,0.4,1.9883983,0.51446325,6.808,0.0683,0.7968,0.04222,0.12525,0.18546
EAD,Wells Fargo Advantage Funds - Allspring Income Opportunities Fund,6.905,409190547.92866707,0.883,Financial Services,Asset Management,10.820313,,,0.9616368,8.930003,,0.08930001,0.9328,0.83808,0.91296995,
EAF,GrafTech International Ltd.,1.715,474497495.3582039,0.991,Industrials,Electrical Equipment & Parts,,-6.1785717,0.83,27.539682,0.7736918,-71.428,0.0226,,-0.5011,-0.01871,-0.03095
EARN,Ellington Credit Company,7.015,177162362.10155487,1.903,Financial Services,Asset Management,33.380955,5.936441,-1.0,1.0146804,9.640871,,0.1373,4.5714,0.22613001,0.7607,
EAT,"Brinker International, Inc.",93.645,4295540353.819275,2.529,Consumer Cyclical,Restaurants,27.629412,17.833017,1.52,107.30947,0.9527352,13.892,,,0.03517,0.07954,0.10022
EB,"Eventbrite, Inc.",2.85,278693210.76491547,2.324,Technology,Software—Application,,-48.083336,-0.27,1.5790914,0.80387765,-0.485,,,-0.04204,-0.07633,-0.046409998
EBF,"Ennis, Inc.",20.57,530999639.9839401,0.392,Industrials,Business Equipment & Supplies,13.003185,14.471348,2.72,1.478664,1.3220654,6.15,0.048299998,0.6369,0.10155,0.13350001,0.17037001
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,6.7301,15231806389.408447,0.595,Utilities,Utilities—Renewable,18.625,9.306527,4.02,0.13226156,0.4255823,5.336,0.0116,0.1997,0.12408,0.31401,0.35875
EBS,Emergent BioSolutions Inc.,9.515,521130030.18226624,1.592,Healthcare,Drug Manufacturers—Specialty & Generic,,3.2714381,0.22,1.339359,0.45982948,-16.97,,,-0.53257,-0.62466,-0.07195
EC,Ecopetrol S.A.,8.13,16900083317.77295,0.675,Energy,Oil & Gas Integrated,4.544693,4.5586033,-0.74,0.004552929,0.00012587043,2.289,0.3716,1.7738,0.12478,0.2928,0.40852
ECAT,BlackRock ESG Capital Allocation Term Trust,17.32,1759508694.5152283,,,,8.298125,,,,,,0.104499996,0.5521,,,
ECC,Eagle Point Credit Company Inc.,9.6998,951776797.8643417,0.765,Financial Services,Asset Management,5.692982,7.431298,,1.1120641,5.9837985,,0.19690001,0.9942,0.76605004,0.72436994,
ECF,Ellsworth Growth and Income Fund Ltd.,9.28,128253512.63036728,1.081,Financial Services,Asset Management,20.239132,,,0.96446705,21.460695,,0.0563,1.1304001,1.6827099,0.66405,
ECL,Ecolab Inc.,259.51,,1.135,Basic Materials,Specialty Chemicals,43.377434,34.539997,2.38,11.007332,4.724555,23.218,0.0088,0.3758,0.109519996,0.14715,0.21971
ECVT,Ecovyst Inc.,6.355,736647427.7858734,0.973,Basic Materials,Specialty Chemicals,13.145834,7.441176,0.52,1.0269524,1.0738828,8.256,,,0.08125,0.15314999,0.2708
ED,"Consolidated Edison, Inc.",105.31,36386974431.68115,0.348,Utilities,Utilities—Regulated Electric,20.460194,18.750889,3.51,1.6909263,2.4583893,11.503,0.0312,0.6369,0.12038,0.10155,0.36297
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",4.775,312381319.12527084,,Financial Services,Asset Management,37.038464,,,,,,0.0845,0.8286,,,
EDF,Virtus Stone Harbor Emerging Markets Income Fund,4.92,143790703.29666138,,Financial Services,Asset Management,3.5070925,,,,,,0.16399999,,,,
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,23.515,1250315600.9788513,1.147,Utilities,Utilities—Regulated Electric,4.637427,-14.334337,-0.15,0.023154592,0.0015456764,0.329,,,0.2737,0.10149,0.12049
EDR,"Endeavor Group Holdings, Inc.",29.255,8983681229.995117,0.779,Communication Services,Entertainment,,12.451064,0.69,2.0249393,1.3452716,64.387,0.0082,0.2769,-0.060960002,0.06366,0.04713
EDU,New Oriental Education & Technology Group Inc.,66.675,10972305751.190186,0.466,Consumer Defensive,Education & Training Services,37.055553,14.837054,69.38,2.9037044,2.5526235,234.797,,,0.07177,0.00926,0.106000006
EE,"Excelerate Energy, Inc.",23.52,2486770465.845108,1.317,Energy,Oil & Gas Midstream,20.816965,20.67699,2.3,1.176633,2.7995596,6.502,0.0044,0.08930001,0.03403,0.27208,0.35137
EEA,"The European Equity Fund, Inc.",8.91,59974681.59337044,1.105,Financial Services,Asset Management,10.613095,,,0.8292252,25.247478,,0.0199,0.21069999,2.40246,0.71647,
EEX,"Emerald Holding, Inc.",4.41,878925392.811203,1.365,Communication Services,Advertising Agencies,,25.589413,28.8,2.1761882,2.2730553,12.027,0.0139999995,,0.00254,0.07907,0.23156999
EFC,Ellington Financial Inc.,12.594,1094883373.2128143,1.981,Real Estate,REIT—Mortgage,10.404959,7.8229814,2.14,0.89536864,3.9060512,,0.1233,1.4215,0.44294998,0.66343004,
EFR,Eaton Vance Senior Floating-Rate Trust,12.78,374648827.7721405,0.572,Financial Services,Asset Management,7.597633,98.78462,,0.9866319,8.125711,,0.09770001,0.8109,-0.02179,0.80067,
EFT,Eaton Vance Floating-Rate Income Trust,13.14,344369186.99769974,0.584,Financial Services,Asset Management,6.509901,,,0.9886603,6.0367827,,0.0998,0.6891,0.96674,0.90747,
EFX,Equifax Inc.,271.855,33781879139.160156,1.58,Industrials,Consulting Services,60.56222,28.599787,2.1,6.8605037,6.0398927,23.245,0.0057,0.34669998,0.100659996,0.17138,0.30267
EFXT,Enerflex Ltd.,6.475,805795665.802002,1.714,Energy,Oil & Gas Equipment & Services,,9.915385,,0.78089005,0.33846918,5.45,0.0112,,-0.043,0.099350005,0.12776
EG,"Everest Group, Ltd.",385.085,16567691576.11084,0.614,Financial Services,Insurance—Reinsurance,5.6385827,5.664722,-5.31,1.1708429,1.0413445,,0.0207,0.1066,0.18441999,0.20146999,
EGF,"BlackRock Enhanced Government Fund, Inc.",10.0,36935886.42783165,0.242,Financial Services,Asset Management,44.909092,,,0.98074245,20.662651,,0.0498,2.2364,0.42324,0.78272,
EGO,Eldorado Gold Corporation,18.53,3810897188.1866455,1.221,Basic Materials,Gold,21.05682,12.248345,0.27,1.0293055,3.4255207,7.647,,,0.15677,0.29799998,0.46505
EGP,"EastGroup Properties, Inc.",180.13,8765588613.94043,1.006,Real Estate,REIT—Industrial,37.414406,35.870003,4.97,3.145014,14.377574,26.103,0.0312,1.0583,0.37157002,0.40615,0.65154
EGY,"VAALCO Energy, Inc.",5.941,620901868.8511848,1.171,Energy,Oil & Gas E&P,7.5187497,9.246155,4.07,1.2651114,1.2817429,2.256,0.0424,0.3125,0.17823,0.17688999,0.58426
EHAB,"Enhabit, Inc.",7.21,359022755.28645515,1.35,Healthcare,Medical Care Facilities,,24.655174,-0.44,0.53017944,0.34723902,14.104,,,-0.008450001,0.04298,0.06488
EHC,Encompass Health Corporation,95.805,9617234067.91687,0.784,Healthcare,Medical Care Facilities,23.727104,20.570816,1.45,5.243074,1.901614,12.224,0.0070999996,0.14850001,0.078779995,0.16569,0.2116
EHI,Western Asset Global High Income Fund Inc.,6.73,156599811.49196625,0.914,Financial Services,Asset Management,8.096385,,,0.9375488,7.2616606,,0.1248,0.9714,0.89375997,0.88259006,
EIC,Eagle Point Income Company Inc.,15.929,250722065.94018936,0.476,Financial Services,Asset Management,3.7687917,8.174153,,1.0456997,7.050861,,0.1509,0.5356,1.32607,0.72063005,
EIG,"Employers Holdings, Inc.",47.96,1189424758.8409424,0.244,Financial Services,Insurance—Specialty,10.298924,13.245857,1.37,1.1670358,1.370113,6.876,0.0247,0.24520001,0.13758,0.18433,0.18187
EIM,Eaton Vance Municipal Bond Fund,10.62,756002750.0,0.404,Financial Services,Asset Management,39.353703,,,0.9308036,14.565266,,0.0571,1.6412,0.37784,0.85134006,
EIX,Edison International,85.71,32826974144.293213,0.921,Utilities,Utilities—Regulated Electric,34.304817,15.233511,2.1,2.395343,1.9639426,11.657,0.0369,0.9227,0.057129998,0.22117001,0.37635
EL,The Estée Lauder Companies Inc.,87.93,31904909608.336426,1.002,Consumer Defensive,Household & Personal Products,81.92593,21.652811,1.31,5.9561257,2.0260134,15.994,0.0296,2.4444,0.02499,0.08835,0.15402001
ELAN,Elanco Animal Health Incorporated,12.51,6099970476.708008,1.402,Healthcare,Drug Manufacturers—Specialty & Generic,,12.833333,1.63,1.0312707,1.3805225,12.431,,,-0.27938998,0.09713,0.20592
ELF,"e.l.f. Beauty, Inc.",107.04,6080903281.500244,1.424,Consumer Defensive,Household & Personal Products,51.81101,24.817087,1.92,8.635199,5.320685,37.765,,,0.107980005,0.15628,0.15296
ELME,Elme Communities,16.9,1485178875.0,0.913,Real Estate,REIT—Residential,,-153.22726,-30.92,1.3266672,6.3204546,18.275,0.0427,1.9672,-0.22899,0.09838,0.50235003
ELP,Companhia Paranaense de Energia - COPEL,6.88,4921847615.4748535,0.543,Utilities,Utilities—Diversified,14.040816,15.268667,-0.5,0.83,0.22363953,6.641,0.0219,0.5133,0.10532,0.15836,0.21066
ELPC,,6.154,4937061498.488281,0.543,Utilities,Utilities—Diversified,12.591837,,,0.7433735,0.22374906,6.146,0.0224,0.0552,0.10532,0.15836,0.21066
ELS,"Equity LifeStyle Properties, Inc.",68.68,13481910998.016357,,Real Estate,REIT—Residential,35.807293,35.953125,5.22,9.019352,8.808804,23.066,0.028099999,0.96349996,0.23929001,0.31325,0.4626
ELV,"Elevance Health, Inc.",420.955,96648116924.3457,0.828,Healthcare,Healthcare Plans,15.188251,11.132491,1.01,2.2169564,0.55997914,7.689,0.0154,0.2319,0.03688,0.043860003,0.06521
EMD,Western Asset Emerging Markets Debt Fund Inc.,10.0756,589111483.5411072,0.896,Financial Services,Asset Management,8.322313,,,0.9720347,8.77053,,0.1004,0.826,1.05042,0.88075995,
EME,"EMCOR Group, Inc.",449.05,20923278084.729004,1.071,Industrials,Engineering & Construction,25.684452,21.558325,23.23,7.6357355,1.5286366,16.708,0.0022,0.045300003,0.060060002,0.09082,0.09053001
EMF,Templeton Emerging Markets Fund,13.24,205943179.2816162,0.906,Financial Services,Asset Management,12.236697,,,0.99596536,23.798725,,0.0548,0.667,1.86497,0.49398997,
EMN,Eastman Chemical Company,107.165,12485321972.045898,1.453,Basic Materials,Specialty Chemicals,14.377523,11.945252,1.14,2.2187161,1.3682725,10.974,0.0301,0.4334,0.09653,0.15362,0.17208
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,44.3701,565838025.0,,Financial Services,Asset Management,2.9227211,,,,,,0.0828,,,,
EMR,Emerson Electric Co.,109.73,63044192265.4375,1.294,Industrials,Specialty Industrial Machinery,36.969593,18.453627,1.56,3.0100105,3.7071016,17.644,0.019,0.7078,0.101160005,0.19155,0.25898
ENB,Enbridge Inc.,41.505,90459240249.9541,0.904,Energy,Oil & Gas Midstream,22.082447,19.48826,5.51,1.4962666,2.0805142,13.492,0.0653,1.3864999,0.13543999,0.20475,0.32161
ENFN,"Enfusion, Inc.",8.98,829575230.0429382,0.927,Technology,Software—Application,223.0,29.833332,0.47,12.840745,4.4544177,61.971,,,0.01985,0.05466,0.073249996
ENIC,Enel Chile S.A.,2.7402,3803189305.1879883,0.721,Utilities,Utilities—Regulated Electric,4.649661,0.0128481155,,0.041280676,0.00084000995,3.905,0.0889,0.4062,0.17069,0.1608,0.26817
ENLC,"EnLink Midstream, LLC",14.73,6767149450.077118,2.342,Energy,Oil & Gas Midstream,48.916664,17.90244,0.39,7.2290645,0.9942984,9.942,0.036199998,1.7167,0.02141,0.09053001,0.19111
